State,Division,Winner,Party
NSW,Banks,COSTA,ALP
NSW,Barton,EVATT,ALP
NSW,Bennelong,CRAMER,LP
NSW,Blaxland,HARRISON,ALP
NSW,Bradfield,TURNER,LP
NSW,Calare,HOWSE,LP
NSW,Cook,SHEEHAN,ALP
NSW,Cowper,PAGE,CP
NSW,Cunningham,DAVIES,ALP
NSW,Dalley,GREENUP,ALP
NSW,Darling,CLARK,ALP
NSW,East Sydney,WARD,ALP
NSW,Eden-Monaro,FRASER,ALP
NSW,Evans,OSBORNE,LP
NSW,Farrer,FAIRBAIRN,LP
NSW,Grayndler,DALY,ALP
NSW,Gwydir,ALLAN,CP
NSW,Hume,FULLER,ALP
NSW,Hunter,JAMES,ALP
NSW,Kingsford-Smith,ANDERSON,ALP
NSW,Lang,STEWART,ALP
NSW,Lawson,FAILES,CP
NSW,Lowe,McMAHON,LP
NSW,Lyne,LUCOCK,CP
NSW,Macarthur,BATE,LP
NSW,Mackellar,WENTWORTH,LP
NSW,Macquarie,LUCHETTI,ALP
NSW,Martin,O'CONNOR,ALP
NSW,Mitchell,WHEELER,LP
NSW,New England,DRUMMOND,CP
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,JACK,LP
NSW,Parkes,HAYLEN,ALP
NSW,Parramatta,BEALE,LP
NSW,Paterson,FAIRHALL,LP
NSW,Phillip,FITZGERALD,ALP
NSW,Reid,MORGAN,ALP
NSW,Richmond,ANTHONY,CP
NSW,Riverina,ROBERTON,CP
NSW,Robertson,DEAN,LP
NSW,Shortland,GRIFFITHS,ALP
NSW,St George,LEMMON,ALP
NSW,Warringah,BLAND,LP
NSW,Watson,CURTIN,ALP
NSW,Wentworth,HARRISON,LP
NSW,Werriwa,WHITLAM,ALP
NSW,West Sydney,MINOGUE,ALP
VIC,Balaclava,JOSKE,LP
VIC,Ballaarat,JOSHUA,ALP
VIC,Batman,BIRD,ALP
VIC,Bendigo,CLAREY,ALP
VIC,Burke,PETERS,ALP
VIC,Chisholm,HUGHES,LP
VIC,Corangamite,MACKINNON,LP
VIC,Corio,OPPERMAN,LP
VIC,Darebin,ANDREWS,ALP
VIC,Deakin,DAVIS,LP
VIC,Fawkner,BOURKE,ALP
VIC,Flinders,LINDSAY,LP
VIC,Gellibrand,MULLENS,ALP
VIC,Gippsland,BOWDEN,CP
VIC,Henty,GULLETT,LP
VIC,Higgins,HOLT,LP
VIC,Higinbotham,TIMSON,LP
VIC,Hoddle,CREMEAN,ALP
VIC,Indi,BOSTOCK,LP
VIC,Isaacs,HAWORTH,LP
VIC,Kooyong,MENZIES,LP
VIC,La Trobe,CASEY,LP
VIC,Lalor,POLLARD,ALP
VIC,Mcmillan,BROWN,LP
VIC,Mallee,TURNBULL,CP
VIC,Maribyrnong,DRAKEFORD,ALP
VIC,Melbourne,CALWELL,ALP
VIC,Melbourne Ports,CREAN,ALP
VIC,Murray,McEWEN,CP
VIC,Wannon,McLEOD,ALP
VIC,Wills,BRYSON,ALP
VIC,Wimmera,LAWRENCE,LP
VIC,Yarra,KEON,ALP
QLD,Bowman,McCOLM,LP
QLD,Brisbane,LAWSON,ALP
QLD,Capricornia,PEARCE,LP
QLD,Darling Downs,SWARTZ,LP
QLD,Dawson,DAVIDSON,CP
QLD,Fisher,ADERMANN,CP
QLD,Griffith,COUTTS,ALP
QLD,Herbert,EDMONDS,ALP
QLD,Kennedy,RIORDAN,ALP
QLD,Leichhardt,BRUCE,ALP
QLD,Lilley,WIGHT,LP
QLD,Mcpherson,FADDEN,CP
QLD,Maranoa,BRIMBLECOMBE,CP
QLD,Moreton,FRANCIS,LP
QLD,Oxley,CAMERON,LP
QLD,Petrie,HULME,LP
QLD,Ryan,DRURY,LP
QLD,Wide Bay,BRAND,CP
SA,Adelaide,CHAMBERS,ALP
SA,Angas,DOWNER,LP
SA,Barker,CAMERON,LP
SA,Boothby,McLEAY,LP
SA,Grey,RUSSELL,ALP
SA,Hindmarsh,CAMERON,ALP
SA,Kingston,GALVIN,ALP
SA,Port Adelaide,THOMPSON,ALP
SA,Sturt,MAKIN,ALP
SA,Wakefield,McBRIDE,LP
WA,Canning,HAMILTON,CP
WA,Curtin,HASLUCK,LP
WA,Forrest,FREETH,LP
WA,Fremantle,BEAZLEY,ALP
WA,Kalgoorlie,JOHNSON,ALP
WA,Moore,LESLIE,CP
WA,Perth,BURKE,ALP
WA,Swan,WEBB,ALP
TAS,Bass,BARNARD,ALP
TAS,Darwin,LUCK,LP
TAS,Denison,TOWNLEY,LP
TAS,Franklin,FALKINDER,LP
TAS,Wilmot,DUTHIE,ALP
NT,Northern Territory,NELSON,ALP
ACT,Australian Capital Territory,FRASER,ALP
